,news,date
0,His long list of unfulfilled commitments wildly exceeds his achievements.,2022-06-01T09:00:13+0000
1,His long list of unfulfilled commitments wildly exceeds his achievements.,2022-06-01T09:00:13+0000
2,The court blocks a Texas law after an emergency request from groups representing major tech companies like Facebook and Twitter.,2022-06-01T12:40:33+0000
3,"In emails to workers at SpaceX and Tesla, Mr. Musk said they were required to spend a minimum of 40 hours a week in the office.",2022-06-01T16:01:17+0000
4,"In emails to workers at SpaceX and Tesla, Mr. Musk said they were required to spend a minimum of 40 hours a week in the office.",2022-06-01T16:01:17+0000
5,Why does the billionaire Tesla C.E.O. even want Twitter? Two experts weigh in.,2022-06-02T09:00:14+0000
6,"With nearly twice as many open jobs as available workers and rising inflation, many economists and policymakers say a slowdown is just what the economy needs.",2022-06-03T12:58:34+0000
7,"The electric carmaker has been growing fast in recent years, but Elon Musk, its chief executive, appears to be concerned about a weakening economy.",2022-06-03T23:39:58+0000
8,"The electric carmaker has been growing fast in recent years, but Elon Musk, its chief executive, appears to be concerned about a weakening economy.",2022-06-03T23:39:58+0000
9,The President’s comment on Friday dismissing the billionaire entrepreneur is the latest barb in Biden’s unfortunate feud.,2022-06-06T13:50:37+0000
10,The President’s comment on Friday dismissing the billionaire entrepreneur is the latest barb in Biden’s unfortunate feud.,2022-06-06T13:50:37+0000
11,Mr. Musk’s lawyers said Twitter was “actively resisting” his requests.,2022-06-06T13:52:11+0000
12,"The Lone Star State enters the Musk-Twitter fray, highlighting Texas’ willingness, and Republicans in general, to break with traditional free market thinking.",2022-06-07T13:38:07+0000
13,What space fantasies can tell us about terrestrial trade.,2022-06-07T18:15:06+0000
14,What space fantasies can tell us about terrestrial trade.,2022-06-07T18:15:06+0000
15,"Automakers and technology companies say they are making driving safer, but verifying these claims is difficult.",2022-06-08T09:00:34+0000
16,"Automakers and technology companies say they are making driving safer, but verifying these claims is difficult.",2022-06-08T09:00:34+0000
17,"For Ken Paxton, the state attorney general, there are positives. Aligning with Elon Musk? Check. Politically helpful? Check.",2022-06-08T17:00:28+0000
18,"The move may make it tougher for Mr. Musk, who has said he is not getting enough information from the company, to end the $44 billion acquisition.",2022-06-08T18:46:25+0000
19,"Will he buy Twitter? Nobody knows — but what does it matter, as long as you keep paying attention?",2022-06-09T15:00:13+0000
20,"Will he buy Twitter? Nobody knows — but what does it matter, as long as you keep paying attention?",2022-06-09T15:00:13+0000
21,NHTSA will take a broad look at whether the electric-car maker’s driver-assistance system can increase the risk of crashes.,2022-06-09T16:27:19+0000
22,NHTSA will take a broad look at whether the electric-car maker’s driver-assistance system can increase the risk of crashes.,2022-06-09T16:27:19+0000
23,Inflation recorded another increase; the Fed will probably follow with a new rate bump. And Wells Fargo is under criminal investigation.,2022-06-12T11:00:09+0000
24,It’s the former U.S. Attorney for the Southern District of New York’s first legal role since he was fired by Donald Trump in 2017.,2022-06-13T12:58:57+0000
25,The National Highway Traffic Safety Administration released data on 10 months of crashes involving cars with automated components. A few were fatal.,2022-06-15T13:00:08+0000
26,"Musk will take questions from employees as his $44 billion acquisition of the company moves ahead, despite his hand-wringing about bots.",2022-06-16T12:14:15+0000
27,The employees said that the chief executive’s behavior online was “a frequent source of distraction and embarrassment.”,2022-06-16T17:08:15+0000
28,"Mr. Musk answered questions from Twitter’s 8,000 workers for the first time in a virtual meeting on Thursday.",2022-06-16T18:08:33+0000
29,"Mr. Musk answered questions from Twitter’s 8,000 workers for the first time in a virtual meeting on Thursday.",2022-06-16T18:08:33+0000
30,"In an email, Gwynne Shotwell, SpaceX’s president, said the letter had made other employees “feel uncomfortable, intimidated and bullied.”",2022-06-17T06:16:49+0000
31,"Tesla shifted to selling cars entirely online in 2019. Now, some established automakers, like Ford, are talking about taking a similar approach.",2022-06-21T09:00:15+0000
32,"Tesla shifted to selling cars entirely online in 2019. Now, some established automakers, like Ford, are talking about taking a similar approach.",2022-06-21T09:00:15+0000
33,"The launch brings the country closer to its ambition of becoming a player in the space industry, no longer reliant on technology from other countries.",2022-06-21T11:40:15+0000
34,The gap with workers widened even further as public companies granted top executives rich pay packages partly inspired by Tesla.,2022-06-25T09:00:21+0000
35,The gap with workers widened even further as public companies granted top executives rich pay packages partly inspired by Tesla.,2022-06-25T09:00:21+0000
36,A risky compensation plan at Tesla paid off and laid the groundwork that has pushed other executives’ compensation sky high.,2022-06-27T13:27:50+0000
37,A risky compensation plan at Tesla paid off and laid the groundwork that has pushed other executives’ compensation sky high.,2022-06-27T13:27:50+0000
38,Silicon Valley breeds narcissists who run their companies as ideological vanity projects.,2022-06-28T09:00:20+0000
39,"In the “Sway” finale, the tech journalist and podcast host revisits conversations with Nancy Pelosi and Monica Lewinsky and answers listeners’ questions.",2022-06-30T09:00:11+0000
40,"Tech moguls may be more powerful — and unholy — than ever, but consumers don’t have to be complacent.",2022-06-30T20:01:05+0000
0,The decline in deliveries by the electric carmaker in the second quarter was the first drop since the beginning of 2020. The main culprit was factory shutdowns in China.,2022-07-02T16:46:01+0000
1,"Name-change documents filed in Texas show that the outspoken entrepreneur recently fathered twins with Shivon Zilis, a director at one of his companies.",2022-07-07T20:09:51+0000
2,"Mr. Musk has appeared reluctant to proceed with the $44 billion agreement, citing uncertainty about the number of fake accounts on the platform.",2022-07-08T10:17:49+0000
3,Plus: Elon Musk may be preparing for the next chapter in his Twitter takeover journey — court.,2022-07-08T12:02:13+0000
4,"In a regulatory filing on Friday, Mr. Musk said Twitter was in “material breach” of the acquisition agreement.",2022-07-08T21:30:35+0000
5,"Bots can tweet at people, share tweets, follow and be followed by other people. And there are good bots and bad.",2022-07-09T15:25:49+0000
6,Most legal experts say Twitter has the upper hand. But Musk revels in brinkmanship.,2022-07-09T19:46:17+0000
7,"Well, it won’t be Elon Musk.",2022-07-11T09:00:13+0000
8,"Shares have lost a third of their value since April 25, when the company’s board accepted Mr. Musk’s offer.",2022-07-11T13:21:48+0000
9,"Twitter has sued Mr. Musk to force a sale of the company, and the case will be determined by a 230-year-old court in Delaware.",2022-07-11T19:39:48+0000
10,"Mr. Musk swooped in and exposed Twitter’s lack of business and financial prospects. After criticizing the company’s weaknesses, he now wants to back out of buying it.",2022-07-11T21:19:18+0000
11,"In April, the world’s richest man agreed to pay $44 billion for the social network. Now he wants the deal canceled.",2022-07-12T10:00:03+0000
12,One thing is for sure: Musk has left Twitter worse off than it was when he said he would buy it.,2022-07-12T12:43:34+0000
13,"The question of whether Elon Musk must buy Twitter, as he agreed to do in April, is headed to a court in Delaware.",2022-07-12T20:58:34+0000
14,Here are some of the company’s main legal arguments.,2022-07-13T00:19:31+0000
15,"The company contends that Musk breached his agreement to buy it by not using “reasonable best efforts” to close the deal, and so has no right to bail out.",2022-07-13T12:03:41+0000
16,A deal of this magnitude can generate value for Twitter and create stability for future mergers.,2022-07-14T09:00:09+0000
17,"A scarcity of semiconductors and raw materials held back production, but buyers remain enthusiastic.",2022-07-14T09:00:18+0000
18,The agency questioned whether a tweet Mr. Musk sent in May about the acquisition of Twitter should have been disclosed to the agency and investors.,2022-07-14T15:17:45+0000
19,"Mr. Musk formally responded to Twitter’s attempt to force him to buy the company, arguing that there was no reason to hurry the case.",2022-07-15T21:24:19+0000
20,Inflation in June was high. The euro tumbled to parity with the U.S. dollar. And central banks around the world are raising interest rates.,2022-07-17T11:00:07+0000
21,"Twitter had sought to expedite the case by requesting a trial in September, which Mr. Musk had countered by asking for a trial in February.",2022-07-19T17:00:54+0000
22,"If Elon Musk buys Twitter, there are steps he could take to expand the boundaries of online expression.",2022-07-19T18:35:23+0000
23,Britain sets a heat record.,2022-07-20T03:36:43+0000
24,"Judge Kathaleen McCormick granted the social media giant’s request for an expedited hearing. Now, the two sides are gearing up for a trial in October.",2022-07-20T12:37:45+0000
25,The world’s largest maker of electric cars struggled with production problems in China.,2022-07-20T20:46:42+0000
26,The world’s largest maker of electric cars struggled with production problems in China.,2022-07-20T20:46:42+0000
27,And a SoftBank-backed start up that wants to save your 401(k).,2022-07-21T12:07:08+0000
28,And a SoftBank-backed start up that wants to save your 401(k).,2022-07-21T12:07:08+0000
29,The social media company swung to a loss in the second quarter and cited “uncertainty” over its pending takeover by the billionaire Tesla chief executive as a factor.,2022-07-22T12:27:28+0000
30,Several signs of economic stress may keep the Fed from raising interest rates to a full percentage point.,2022-07-25T12:50:24+0000
31,"Tesla said it expected capital expenditures to be $6 billion to $8 billion in 2022, up from an April forecast of $5 billion to $7 billion.",2022-07-25T15:24:45+0000
32,"Tesla said it expected capital expenditures to be $6 billion to $8 billion in 2022, up from an April forecast of $5 billion to $7 billion.",2022-07-25T15:24:45+0000
0,Our documentary explores Tesla’s difficulty in making automated driving a reality.,2022-08-02T08:34:51+0000
1,Our documentary explores Tesla’s difficulty in making automated driving a reality.,2022-08-02T08:34:51+0000
2,"Twitter has sent out requests for information from the banks that are backing the billionaire’s purchase, which he is trying to walk away from.",2022-08-02T13:50:18+0000
3,"Elon Musk subpoenaed the banks advising Twitter in its deal, and Twitter sent subpoenas to several people close to Mr. Musk.",2022-08-04T14:10:11+0000
4,One proposal from investors that would allow investors to nominate directors to the electric car company’s board was approved.,2022-08-04T15:38:17+0000
5,One proposal from investors that would allow investors to nominate directors to the electric car company’s board was approved.,2022-08-04T15:38:17+0000
6,Twitter called the claims false and irrelevant in a high-profile legal fight over whether the billionaire can back out of a $44 billion deal to acquire the company.,2022-08-04T22:05:14+0000
7,There has been a surge in the sales of cars that can travel short distances on just electricity and have a gasoline engine for longer trips.,2022-08-05T09:00:25+0000
8,A state agency said the electric carmaker had misled the public in describing its driver-assistance service as autonomous.,2022-08-06T00:24:43+0000
9,A state agency said the electric carmaker had misled the public in describing its driver-assistance service as autonomous.,2022-08-06T00:24:43+0000
10,"Battery-powered vehicles are considered essential to the fight against climate change, but most models are aimed at the affluent.",2022-08-08T16:20:31+0000
11,The billionaire entrepreneur said he wanted “to avoid an emergency sale of Tesla stock” if he was forced to complete the buyout of the social media company.,2022-08-10T14:57:59+0000
12,The billionaire entrepreneur said he wanted “to avoid an emergency sale of Tesla stock” if he was forced to complete the buyout of the social media company.,2022-08-10T14:57:59+0000
13,"Carmakers may need several years to revamp their supply chains to meet new rules, but the legislation is still seen as a win for electric vehicles.",2022-08-12T09:00:26+0000
14,Owners of battery-powered cars sometimes struggle to refuel on longer trips because public chargers don’t work or malfunction while cars are plugged in.,2022-08-16T07:00:08+0000
15,"The new climate, tax and health law signed by President Biden extends a credit for electric vehicle buyers. But there are new strings attached that kick in at different times.",2022-08-18T09:00:17+0000
16,Data and video recorded by Tesla and other automakers to hone driver-assistance systems can also be an investigative tool for regulators and lawyers.,2022-08-18T21:09:54+0000
17,The company blamed its financial performance for the potential bonus cut.,2022-08-19T23:46:30+0000
18,The allegations by Twitter’s former security chief come after Elon Musk sued the company for more details on how it measures user numbers.,2022-08-23T12:41:58+0000
19,"The Federal Reserve chairman, Jay Powell, is expected to discuss inflation, interest rates and growth in his annual address from the economic symposium on Friday.",2022-08-26T12:12:51+0000
20,More than 100 subpoenas have been issued to techies like Jack Dorsey and Marc Andreessen as Twitter tries to force Elon Musk to complete a $44 billion deal. Law firms are stoked.,2022-08-29T09:00:36+0000
21,Twitter’s former security chief could loom large in Mr. Musk’s legal efforts to undo his $44 billion acquisition of the social network.,2022-08-29T11:46:27+0000
22,Peiter Zatko’s accusations of false statements and security shortcomings at Twitter may be used by Mr. Musk in the legal battle over a $44 billion acquisition of the company.,2022-08-29T15:06:08+0000
23,There's a dirty side to creating clean cars.,2022-08-30T09:00:02+0000
24,Hiding a thousand feet below the earth’s surface in this patch of northern Minnesota wetlands are ancient mineral deposits that some view as critical to fueling America’s clean energy future.,2022-08-30T09:00:28+0000
25,"The billionaire said in a letter to Twitter that allegations made by a whistle-blower have had a “material, if not existential” effect on the company.",2022-08-30T10:00:41+0000
26,"The bill, which would create a state council to establish minimum pay and safety conditions, was the subject of a giant lobbying battle.",2022-08-30T11:59:57+0000
0,"The country’s success with two- and three-wheeled vehicles that sell for as little as $1,000 could be a template for other developing countries.",2022-09-04T07:00:14+0000
1,"The billionaire can amend his lawsuit to include claims from a Twitter whistle-blower, but lost an effort to delay a trial over whether he could drop his bid to buy the company.",2022-09-07T12:12:51+0000
2,"Elon Musk’s lawyers had asked for a delay to review the accusations by a former Twitter executive, which the judge denied, while allowing the information to form part of their case.",2022-09-07T14:59:57+0000
3,"Lawyers for Elon Musk mentioned a $7 million payment to Peiter Zatko, Twitter’s former top security executive, in a court hearing this week.",2022-09-08T20:54:16+0000
4,"Elon Musk’s legal team will follow closely the testimony of Twitter’s former head of security, Peiter Zatko, before the Senate Judiciary Committee.",2022-09-13T12:01:02+0000
5,"At a Senate hearing, Peiter Zatko, Twitter’s former head of security, told lawmakers that the company lied about its data practices.",2022-09-13T15:07:29+0000
6,A stubbornly high inflation reading has divided experts on what the Fed should do when it weighs another interest rate hike next week.,2022-09-14T11:44:55+0000
7,"With investigations and lawsuits over accidents adding skepticism toward fully driverless technology, car companies are betting on systems that take some, but not all, control.",2022-09-16T09:00:20+0000
8,"Elon Musk, Mark Zuckerberg and Marc Andreessen show how the tech industry’s insular culture remains largely unchanged.",2022-09-24T09:00:29+0000
9,"Elon Musk, Mark Zuckerberg and Marc Andreessen show how the tech industry’s insular culture remains largely unchanged.",2022-09-24T09:00:29+0000
10,"The losses in tech stocks and bonds is wrecking investor portfolios, and analysts warn of more sell-offs.",2022-09-30T12:21:24+0000
11,"The losses in tech stocks and bonds is wrecking investor portfolios, and analysts warn of more sell-offs.",2022-09-30T12:21:24+0000
0,The increase from the same period last year comes as competition grows among automakers producing electric vehicles in the United States.,2022-10-02T16:46:50+0000
1,The increase from the same period last year comes as competition grows among automakers producing electric vehicles in the United States.,2022-10-02T16:46:50+0000
2,General Motors reported a 24 percent increase in U.S. sales in the third quarter. Several other carmakers also posted gains.,2022-10-03T14:41:05+0000
3,"President Volodymyr Zelensky swiftly dismissed the entrepreneur’s suggestion on Twitter, and the Kremlin’s spokesman called it a “very positive” development with caveats.",2022-10-03T22:58:27+0000
4,The billionaire’s surprise move came months after he tried to back out of a $44 billion deal to acquire the company.,2022-10-04T16:41:03+0000
5,The billionaire’s surprise move came months after he tried to back out of a $44 billion deal to acquire the company.,2022-10-04T16:41:03+0000
6,"His deal to buy the company is back on. Here are six predictions about Twitter under Musk’s control, if it happens.",2022-10-05T07:00:08+0000
7,"Elon Musk says he wants to revive his $44 billion deal to buy Twitter, but questions abound about financing and his ultimate plans.",2022-10-05T11:48:57+0000
8,Plus arming Taiwan to deter China and OPEC cuts oil production.,2022-10-05T21:13:08+0000
9,Looming in the background of Mr. Musk’s $44 billion offer to buy the company is whether financing challenges will provide him with an escape hatch from a deal.,2022-10-05T23:24:30+0000
10,"Before Mr. Musk renewed his $44 billion proposal, he and the company haggled in discussions that ultimately did not advance.",2022-10-06T01:15:25+0000
11,Elon Musk is back at the negotiating table. This time Twitter wants guarantees he won’t walk away – again.,2022-10-06T12:25:41+0000
12,"The letter X has had significance in the billionaire’s life, from his early days as an entrepreneur to his personal life and now to his pursuit of Twitter.",2022-10-06T19:05:18+0000
13,"The letter X has had significance in the billionaire’s life, from his early days as an entrepreneur to his personal life and now to his pursuit of Twitter.",2022-10-06T19:05:18+0000
14,"A judge in Delaware gave Mr. Musk until Oct. 28 to complete the deal. The trial, which was set to start in a little more than a week, could still happen in November.",2022-10-06T19:14:20+0000
15,The best thing the platform can do for society is implode.,2022-10-06T23:00:41+0000
16,Is the $44 billion  Twitter deal actually for real this time? Our hosts disagree.,2022-10-07T10:00:03+0000
17,A court decision to delay a trial over the billionaire’s takeover bid for Twitter works in his favor as he plots his next steps.,2022-10-07T11:47:45+0000
18,"In a few short years, effective altruism has become the giving philosophy for many Silicon Valley programmers, hedge funders and even tech billionaires.",2022-10-08T09:00:18+0000
19,The September jobs numbers show that the labor market remains strong. OPEC Plus announced a major cut in oil production. And the Social Security cost-of-living increase will be announced.,2022-10-09T11:00:04+0000
20,The rapper and designer’s suspension for antisemitic posts raises questions of how the social network will treat speech if it is sold to Elon Musk.,2022-10-10T11:33:55+0000
21,"After winning the Nobel prize for economics, the former Federal Reserve chairman’s record on the economy is getting further scrutiny.",2022-10-11T12:20:52+0000
22,"When the world’s richest man isn’t tweeting, he’s flying to Burning Man, trying to impress comedians and hopping on yachts.",2022-10-11T12:31:34+0000
23,"When the world’s richest man isn’t tweeting, he’s flying to Burning Man, trying to impress comedians and hopping on yachts.",2022-10-11T12:31:34+0000
24,"The central bank confirmed it will let a debt-buying program expire, worrying investors about the stability of the market for government bonds.",2022-10-12T11:51:55+0000
25,"Innovation is important, but Elon Musk’s impractical transit inventions do nothing to help solve today’s problems.",2022-10-13T08:50:05+0000
26,"Innovation is important, but Elon Musk’s impractical transit inventions do nothing to help solve today’s problems.",2022-10-13T09:00:08+0000
27,Higher-than-expected inflation data gave cold comfort to policymakers and investors alike.,2022-10-13T12:33:55+0000
28,Mr. Musk’s plan to buy Twitter underscores the need for federal regulation of social media sites.,2022-10-13T23:27:36+0000
29,Not even a worse-than-expected inflation report could sap investor enthusiasm. But analysts and traders worry that unpredictable market moves will continue.,2022-10-14T12:12:23+0000
30,"The world’s richest man, whose Starlink internet service is critical to the Ukrainian Army, said he could not “indefinitely” fund the system’s use in Ukraine.",2022-10-14T21:04:54+0000
31,The service has been crucial for communications in Ukraine’s army as it advances into territory occupied by Russia.,2022-10-15T19:29:37+0000
32,The British pound and government bonds rose after the country’s new finance minister overturned nearly all the proposals by Prime Minister Liz Truss.,2022-10-17T11:59:01+0000
33,"A strong batch of earnings have propelled bank stocks in recent days, but investors remain more cautious on the outlook of Goldman Sachs and Morgan Stanley.",2022-10-19T11:59:10+0000
34,"A strong batch of earnings have propelled bank stocks in recent days, but investors remain more cautious on the outlook of Goldman Sachs and Morgan Stanley.",2022-10-19T11:59:10+0000
35,The electric carmaker is growing fast but investors are worried that sales are starting to slow because of higher prices and interest rates.,2022-10-19T20:12:49+0000
36,The electric carmaker is growing fast but investors are worried that sales are starting to slow because of higher prices and interest rates.,2022-10-19T20:12:49+0000
37,Investors sent the electric vehicle maker’s shares down sharply in after-hours trading after the company warned about uncertain customer demand.,2022-10-20T12:21:19+0000
38,Investors sent the electric vehicle maker’s shares down sharply in after-hours trading after the company warned about uncertain customer demand.,2022-10-20T12:21:19+0000
39,"With Mr. Musk’s $44 billion deal to buy Twitter set to close no later than Oct. 28, the company is trying to reassure workers about their employment and compensation.",2022-10-21T21:34:46+0000
40,Shares of the company slumped as investors worried about increasing competition.,2022-10-24T16:37:40+0000
41,"Kathaleen St. J. McCormick, the chief judge of Delaware’s Chancery Court, gave Mr. Musk until Friday to acquire Twitter. She is also judging at least one other case involving the billionaire.",2022-10-26T07:00:10+0000
42,"Kathaleen St. J. McCormick, the chief judge of Delaware’s Chancery Court, gave Mr. Musk until Friday to acquire Twitter. She is also judging at least one other case involving the billionaire.",2022-10-26T07:00:10+0000
43,The world’s richest man has inserted himself in some of the world’s most combustible conflicts.,2022-10-26T09:00:34+0000
44,The world’s richest man has inserted himself in some of the world’s most combustible conflicts.,2022-10-26T09:00:34+0000
45,"Disappointing earnings from Microsoft, Alphabet and Texas Instruments reveal the big challenges facing technology giants.",2022-10-26T12:04:51+0000
46,The world’s richest man arrived at Twitter’s San Francisco offices on Wednesday ahead of a Friday deadline to complete the acquisition of the social media service.,2022-10-26T19:14:31+0000
47,The billionaire posted a note to advertisers saying he wanted the service to be “the most respected advertising platform.”,2022-10-27T15:01:09+0000
48,"The world’s richest man closed his blockbuster purchase of the social media service, thrusting Twitter into a new era.",2022-10-28T01:42:13+0000
49,"Rogue billionaires have appeared before, and they will appear again. But this one will control our “digital town square.”",2022-10-28T02:05:08+0000
50,"Silicon Valley moguls used to buy yachts and islands. Now they are rich enough, and perhaps arrogant enough, to acquire companies they fancy.",2022-10-28T09:00:11+0000
51,"The world’s richest man just closed the deal, promising that the company won’t become a ‘hellscape’, appointing himself ‘Chief Twit’ and promptly firing top executives.",2022-10-28T09:00:11+0000
52,The social media company went public in 2013. But Elon Musk is taking it private as part of his acquisition of the firm. Here’s what that means.,2022-10-28T09:00:25+0000
53,"The social network’s new owner has just a few days to determine whether to pay millions to employees, or get rid of them.",2022-10-28T12:06:38+0000
54,"The billionaire began as Twitter’s new owner by announcing a content moderation council and meeting employees, as some of the social media service’s users celebrated.",2022-10-28T13:07:42+0000
55,Former President Donald J. Trump said the social media platform was now in “sane hands” with Elon Musk at the helm.,2022-10-28T16:01:01+0000
56,"The way forward for Twitter is uncertain. But that means Mr. Musk can innovate and change the platform for the better, his supporters say.",2022-10-28T17:00:14+0000
57,The Twitter account for the rapper formerly known as Kanye West was never banned to begin with.,2022-10-28T17:58:25+0000
58,"After Elon Musk took over, some Twitter users wondered if they should take additional measures to protect their accounts — or even delete them.",2022-10-28T18:12:51+0000
59,It’s unclear if the activity was driven by Elon Musk’s takeover of the company.,2022-10-28T19:28:09+0000
60,The announcement appeared to be a step back from Mr. Musk’s position that Twitter should be an anything-goes platform.,2022-10-28T20:29:55+0000
61,"Mr. Musk once said he hated them, but ad sales are the engine that powers the company he now owns.",2022-10-28T20:41:01+0000
62,The campaign appeared to start after Mr. Musk had officially taken control of the company.,2022-10-28T23:46:37+0000
63,"A decade ago, the social media platform was a tool for rebels and those challenging authority. But over time, the powerful learned how to use it for their own goals.",2022-10-29T09:00:14+0000
64,"A decade ago, the social media platform was a tool for rebels and those challenging authority. But over time, the powerful learned how to use it for their own goals.",2022-10-29T09:00:14+0000
65,"The billionaire planned to begin layoffs as soon as Saturday, people with knowledge of the matter said.",2022-10-29T21:13:32+0000
66,Tech companies start to feel the economic pain. The Fed is poised to announce another three-quarter point increase in its benchmark rate. The jobs report is coming.,2022-10-30T11:00:06+0000
67,"The tweet on Sunday, which was later deleted, posted an article that made baseless allegations about the attack on House Speaker Nancy Pelosi’s husband.",2022-10-30T17:55:33+0000
68,Mr. Musk faces financial challenges in owning Twitter. The site frequently loses money and took on $13 billion in debt for the blockbuster deal.,2022-10-30T22:38:55+0000
69,New technologies and old scourges are both playing a part in the untethering of American life. ,2022-10-31T09:00:18+0000
70,The social network’s new owner wants to cut costs and make money from more aspects of tweeting. But some advertisers and celebrities remain cautious.,2022-10-31T11:55:57+0000
0,What comes next for the social media giant now that it’s under the stewardship of the wealthiest person in the world?,2022-11-01T10:00:10+0000
1,"Disputes over compensation and firings, and potentially over layoffs, could push both sides into fresh legal battles.",2022-11-01T12:09:32+0000
2,"An organization that helps secure Jewish facilities across North America said Twitter had an “antisemitism problem,” and asked its new owner to fix it.",2022-11-01T16:33:46+0000
3,"At least five Twitter executives have left in recent days, as one of the world’s largest ad companies said clients should pause spending on the social media platform.",2022-11-01T18:06:46+0000
4,His provocative behavior online could spell trouble for Twitter’s biggest revenue source.,2022-11-01T19:00:07+0000
5,A pair of prominent headlines highlights the reversals. ,2022-11-02T09:00:33+0000
6,Markets expect another big interest rate increase on Wednesday. But investors are also anxious about the central bank’s coming moves.,2022-11-02T12:16:10+0000
7,This is how social networks die.,2022-11-02T19:00:05+0000
8,"Elon Musk, who recently closed a deal to acquire the social media company, could soon charge a monthly fee for the blue verification badge that indicates a Twitter account is authentic.",2022-11-02T19:30:39+0000
9,"As Mr. Musk takes over Twitter, he is emulating some of the actions of Mr. Zuckerberg, who leads Facebook, Instagram and WhatsApp.",2022-11-02T22:56:12+0000
10,"The money manager said it will let more clients vote individually in companies’ elections, as it faces criticism of its own shareholder power.",2022-11-03T12:29:13+0000
11,"Amazon said it was pausing corporate hiring, while Lyft and Stripe said they were cutting jobs.",2022-11-03T17:37:19+0000
12,"The billionaire and his advisers have discussed adding paid direct messages, fees to watch videos and other features to the service.",2022-11-03T21:01:00+0000
13,"The social media company’s 7,500 employees have been bracing for job cuts since Mr. Musk took it over last week.",2022-11-04T00:26:13+0000
14,A radical shake-up is underway at the social media company.,2022-11-04T09:00:18+0000
15,Elon Musk is not the worst thing about Twitter.,2022-11-04T18:07:16+0000
16,"Elon Musk, Twitter’s new owner, acknowledged that ad spending on the platform had slumped. He blamed the drop on pressure from activists.",2022-11-04T18:43:18+0000
17,"The layoffs hit across many divisions, including the engineering and machine learning units, the teams that manage content moderation, and the sales and advertising departments.",2022-11-04T19:56:44+0000
18,Elon Musk wants Twitter users to pay to be verified. An artist offers a wry alternative.,2022-11-04T21:54:51+0000
19,"A recent exchange between David Becker, a nonpartisan elections expert, and a Twitter user named “@catturd2” — an account with nearly a million followers that sometimes exchanges posts with Elon Musk, the world’s richest man and the new owner of Twitter — offered a telling example of why misinformation is such an intractable problem.",2022-11-04T23:41:23+0000
20,The new system for assigning check marks to users’ profiles is among a raft of changes the company has been discussing since Elon Musk’s takeover.,2022-11-05T22:48:07+0000
21,Users and employees had raised concerns that Elon Musk’s plan to give check marks to those who paid a monthly fee could be misused to sow discord.,2022-11-06T19:00:24+0000
22,"As global leaders gather at COP27, efforts are reportedly underway to have companies help shoulder the financial burden.",2022-11-07T13:01:27+0000
23,"Since Elon Musk took ownership of Twitter, some of its users have migrated to Mastodon, an alternative social platform.",2022-11-07T19:03:36+0000
24,Researchers at Tufts expressed concern in a report about conspiracy theories on Twitter ahead of the midterms.,2022-11-07T21:22:00+0000
25,"The new owner of Twitter has embarked on a tweeting spree to push back, spar and justify his actions.",2022-11-07T22:34:19+0000
26,"Stocks tend to rally after midterm elections, historical data shows. They perform even better when voters deliver divided government.",2022-11-08T13:01:14+0000
27,The new owner of Twitter has urged his followers to vote Republican.,2022-11-08T17:05:29+0000
28,"A widespread view, with questionable justification.",2022-11-08T19:48:43+0000
29,"Prices of digital currencies have tumbled even after the exchange FTX announced a provisional lifeline by a top rival, Binance.",2022-11-09T12:58:43+0000
30,"Mr. Musk, the social media service’s new owner, has been looking for ways to generate more revenue at the company.",2022-11-09T16:19:17+0000
31,"False narratives about voting in the midterm elections proliferated on the platform, which has shed half its employees since Mr. Musk bought the company last month.",2022-11-09T17:51:47+0000
32,Readers assess the midterm elections. Also: A first-time voter; Social Security; abuse of children at a detention center; Elon Musk and Twitter.,2022-11-09T19:12:58+0000
33,Tech companies that created more workplace transparency see their own tools used to critique them.,2022-11-10T10:00:37+0000
34,"In his first communications with Twitter’s staff, the company’s new owner painted a bleak picture as more executives resigned.",2022-11-10T16:18:08+0000
35,The chaos and confusion of Musk’s short reign is far worse than anything I’d imagined.,2022-11-10T22:09:41+0000
36,"The garish celebrity playboy, the obsessive engineer and the young artist, as different from one another as they could be, have all veered not in the direction of becoming bratty little boys on a schoolyard.",2022-11-11T10:00:11+0000
37,"Plus: Is the latest round of tech layoffs a sign of impending doom, or a much-needed structural correction?",2022-11-11T10:00:12+0000
38,"Mr. Musk ordered immediate layoffs, fired executives by email and laid down product deadlines, transforming the company.",2022-11-11T10:00:28+0000
39,"Authorities worldwide are intensifying their scrutiny of the embattled cryptocurrency exchange, amid concern about improper use of customer money.",2022-11-11T13:40:58+0000
40,"Authorities worldwide are intensifying their scrutiny of the embattled cryptocurrency exchange, amid concern about improper use of customer money.",2022-11-11T13:40:58+0000
41,"He’s Twitter’s chief jokester, but as his free-speech impulses conflict with his push to label parodies, he shows a misunderstanding of how humor works.",2022-11-11T19:32:10+0000
42,"The social media service, which is undergoing changes from its new owner Elon Musk, has descended into a messy swirl of spoof messages and parody accounts.",2022-11-11T21:57:52+0000
43,"The tech industry, long considered a bastion of progressivism and social liberalism, is moving to the right.",2022-11-13T10:00:14+0000
44,"While sales are still skewed toward affluent buyers, more people are choosing electric vehicles to save money.",2022-11-13T10:00:14+0000
45,Readers respond to a column by Pamela Paul. Also: Pandemic preparedness; regulating media; the need for unions.,2022-11-13T14:00:11+0000
